公司,资产标签,型号,品牌,类别：,生产厂家,位置,状态
腾讯,TKMB191002FN,CPH1605,OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB18060124,MP1602,MEITU,Android,Meitu,,"新增 (deployable)"
腾讯,TKMB1912079R,BAC-AL00,HUAWEI,Android,HUAWEI,A1-线下箱子6,"待上线 (deployable)"
腾讯,TKMB18060092,MX6,MEIZU,Android,meizu,,"新增 (deployable)"
腾讯,TKMB18090089,"VIVO NEX A",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB19090245,SM-G892A,SAMSUNG,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB17120K75,"OPPO A53M",OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB17110351,"MIX 2",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB18090194,"VIVO X9PLUS",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB19050013,iPhoneXS,Apple,iOS,Apple,,"新增 (deployable)"
腾讯,TKMB20010194,"iPhone 7P",Apple,iOS,Apple,,"新增 (deployable)"
腾讯,TKMB1912011E,PACT00,OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB1709035S,"iPhone7 Plus",Apple,iOS,Apple,,"新增 (deployable)"
腾讯,TKMB17090359,"iPhone7 Plus",Apple,iOS,Apple,,"新增 (deployable)"
腾讯,TKMB2004054T,LIO-AL00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB1806027J,"VIVO X9L",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB16076FSF,"OPPO A53M",OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB190901NM,V1818A,VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB18100023,MHA-AL00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB201203XT,"MI 9 SE",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB180601W1,"REDMI 4X",XIAOMI,Android,Xiaomi,A1-线下箱子3,"待上线 (deployable)"
腾讯,TKMB1805014M,"VIVO Y66I A",VIVO,Android,vivo,A1-线下箱子4,"待上线 (deployable)"
腾讯,TKMB180602RW,"VIVO Y79A",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB20110462,V1732T,VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB2007032J,SM-G960N,samsung,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB180900Y3,SM-N9500,SAMSUNG,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB200303WY,DUB-AL00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB2003029J,V1831A,VIVO,Android,vivo,B2-G03-0511,"上线 (deployable)"
腾讯,TKMB19080057,"MI A1",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB190200A2,"HUAWEI MLA-AL10",HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB1905090J,2014501,XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB200302TE,PACT00,OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB15129K22,"OPPO R7S",OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB200501YT,PADM00,OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB200901L6,V1901A,VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB2005025P,JKM-AL00B,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB200901JE,"MI 10",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB18030338,WAS-AL00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB171105H8,DUK-AL20,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB180603A3,ALP-AL00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB1607671F,"VIVO X6S A",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB190800RN,BND-AL10,HONOR,Android,HUAWEI,A1-线下箱子2,"待上线 (deployable)"
腾讯,TKMB180402P3,"MIX 2S",XIAOMI,Android,Xiaomi,B2-G03-0212,"上线 (deployable)"
腾讯,TKMB1804006J,"OPPO R11 PLUSK",OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB200501J4,OXF-AN00,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB200901LR,ANA-AN00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB200501AG,MAR-AL00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB180701PW,PE-CL00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB16090461,"MI 5",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB20040068,"MIX 2",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB20050259,"VIVO NEX A",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB20050321,"VIVO Y71A",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB200303E8,"MI 6",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB18010411,"VIVO Y67A",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB1905004L,iPhone6S,Apple,iOS,Apple,,"新增 (deployable)"
腾讯,TKMB2004009A,SM-F7000,SAMSUNG,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB191202N1,NX619J,NUBIA,Android,nubia,,"新增 (deployable)"
腾讯,TKMB200302YA,V1901A,VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB191206X8,KSA-AL10,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB20050413,DRA-AL00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB200605G5,"MEIZU 17 PRO",MEIZU,Android,meizu,,"新增 (deployable)"
腾讯,TKMB18030515,"VIVO Y53",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB19050XRG,CHM-TL00H,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB1706023E,"MI MAX 2",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB190701A6,"VIVO Y67",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB200901JN,V1923A,VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB2009020A,iPhone11,Apple,iOS,Apple,,"新增 (deployable)"
腾讯,TKMB1806036N,"MI 8",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB18030691,"OPPO A59M",OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB2005020L,RVL-AL09,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB2010020P,SM-A705F,samsung,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB190200AR,"OPPO A59S",OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB200405NP,PBFM00,OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB1806023L,"VIVO Y67L",VIVO,Android,vivo,A1-线下箱子4,"待上线 (deployable)"
腾讯,TKMB1804002X,"OPPO A57",OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB190701YR,"OPPO R9S PLUS",OPPO,Android,OPPO,B2-G02-0512,"上线 (deployable)"
腾讯,TKMB191002F6,SM-J200GU,SAMSUNG,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB180601AX,"MI 6X",XIAOMI,Android,Xiaomi,B2-G02-0516,"上线 (deployable)"
腾讯,TKMB2004062F,SM-N9760,SAMSUNG,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB2005011N,V1818CA,VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB200901MA,"MI 10",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB201000EJ,"OPPO R11S PLUST",OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB1806008X,"MEIZU S6",MEIZU,Android,meizu,,"新增 (deployable)"
腾讯,TKMB19050XTW,SM-A9100,SAMSUNG,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB191100RY,BKK-L21,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB18090031,LND-AL30,HONOR,Android,HUAWEI,A1-11F-弱网络机柜,"上线 (deployed)"
腾讯,TKMB170401H3,"MI 5S",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB17040245,"OPPO R9S",OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB1908010W,iPhoneX,Apple,iOS,Apple,,"新增 (deployable)"
腾讯,TKMB1806013A,"OPPO R9S PLUS",OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB200501YG,"REDMI NOTE 7 PRO",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB190901NJ,V1916A,VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB191002GF,LDN-LX2,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB200405MG,DUB-AL00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB200405RG,V1816A,VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB181204J1,SM-G532G,SAMSUNG,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB200200TY,"MI 8 EXPLORER EDITION",XIAOMI,Android,Xiaomi,B2-G03-0613,"上线 (deployable)"
腾讯,TKMB2004006F,"REDMI NOTE 7 PRO",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB20040062,"VIVO X20A",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB19070165,V1831A,VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB1912074N,"MI 9 TRANSPARENT EDITION",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB181204YT,"REDMI NOTE 4X",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB200901NA,iPhone11,Apple,iOS,Apple,,"新增 (deployable)"
腾讯,TKMB1909015G,SM-J400F,SAMSUNG,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB19090027,ASUS_I001DA,ASUS,Android,asus,,"新增 (deployable)"
腾讯,TKMB200200Y3,PBBT00,OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB200501Y3,V1934A,VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB1703041F,"REDMI 3X",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB18030195,"MI 5",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB19050J5G,ANE-AL00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB20090185,PCAT00,OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB201001N0,SM-T580,samsung,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB18030734,BAC-AL00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB19080144,"VIVO X20A",VIVO,Android,vivo,B2-G02-0502,"上线 (deployable)"
腾讯,TKMB19050015,iPhoneXR,Apple,iOS,Apple,,"新增 (deployable)"
腾讯,TKMB19120726,"VIVO NEX A",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB18120247,PBDM00,OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB17020272,"VIVO X6SPLUS D",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB191000PF,SM-J530F,SAMSUNG,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB190800MY,iPhoneXR,Apple,iOS,Apple,,"新增 (deployable)"
腾讯,TKMB200503N6,V1809A,VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB1912022A,COR-L29,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB191201EE,"OPPO R11T",OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB2005028E,BAH2-AL10,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB2005026E,RMX1851,REALME,Android,Realme,,"新增 (deployable)"
腾讯,TKMB1603A4F8,"HUAWEI RIO-AL00",HUAWEI,Android,HUAWEI,A1-11F-耗电量机柜,"上线 (deployed)"
腾讯,TKMB191001G1,"PIXEL 2 XL",GOOGLE,Android,Google,,"新增 (deployable)"
腾讯,TKMB191202M0,SM-C7010,SAMSUNG,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB191202L4,SM-C9000,SAMSUNG,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB1706026E,"OPPO A37M",OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB2005027E,DRA-AL00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB20060377,V1986A,VIVO,Android,vivo,B2-G03-0305,"上线 (deployable)"
腾讯,TKMB201001YN,SM-G935T,samsung,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB200405X5,PCRM00,OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB20050314,"OPPO R7SPLUS",OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB201104LL,"OPPO R9 PLUSM A",OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB201203E1,PAR-AL00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB20030338,V1818A,VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB20050209,FLA-AL10,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB17030374,SM-N9002,SAMSUNG,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB191002F8,LDN-L21,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB200302JA,PBCM10,OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB201203EX,BLA-AL00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB180400EW,"OPPO R9ST",OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB180602RA,"VIVO X7",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB200200TX,ELE-AL00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB1912073G,V1832A,VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB201205EN,BLN-AL10,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB19120794,"OPPO A77T",OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB180307FE,PLE-703L,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB2004060T,HRY-AL00TA,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB200802AN,CDY-AN90,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB201203XN,COR-AL10,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB170303AF,"OPPO A59M",OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB18010544,SM-G9350,SAMSUNG,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB1806014X,"VIVO X9PLUS L",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB200405N4,LDN-AL20,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB2004057X,"MI CC9 PRO",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB2007032Y,"PIXEL 3 XL",GOOGLE,Android,Google,,"新增 (deployable)"
腾讯,TKMB201001L6,X9009,OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB1804002R,"MIX 2",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB1905004N,iPhone6,Apple,iOS,Apple,,"新增 (deployable)"
腾讯,TKMB191201AE,PCHM10,OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB201001LY,"REDMI NOTE 8T",REDMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB17030224,"VIVO Y66",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB18060101,"MI 5X",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB1806013T,"OPPO R9S PLUST",OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB19090073,PCAM00,OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB2003038N,"MI CC9 PRO",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB200400P1,"ONEPLUS A6000",ONEPLUS,Android,OnePlus,,"新增 (deployable)"
腾讯,TKMB201204PN,WLZ-AL10,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB171206A3,"VIVO X9S PLUS",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB180900E7,"REDMI NOTE 5A",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB180602WE,"VIVO Y79",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB180900E1,"MI 5X",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB200501LY,VOG-AL00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB180600NE,PIC-AL00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB190701WP,"VIVO Y85A",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB180306HA,BLN-AL10,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB200200L1,"OPPO R9S",OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB2008009T,"iPhone XS MAX",Apple,iOS,Apple,,"出库 (deployed)"
腾讯,TKMB19050M39,EML-AL00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB18060048,"REDMI 5 PLUS",XIAOMI,Android,Xiaomi,A1-线下箱子1,"待上线 (deployable)"
腾讯,TKMB191202N6,"REDMI K20 PRO",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB200405JF,LYA-AL00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB200901NP,iPhone11,Apple,iOS,Apple,,"新增 (deployable)"
腾讯,TKMB1807017G,NX569H,NUBIA,Android,nubia,,"新增 (deployable)"
腾讯,TKMB191207TM,SO-03K,DOCOMO,Android,Sony,,"新增 (deployable)"
腾讯,TKMB2005032X,"MI MAX 3",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB2005028Y,CPN-W09,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB200801NJ,PDEM10,OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB200302NA,HWI-AL00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB2004055X,V1963A,VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB2003032N,V1818CT,VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB201203RY,PCAT10,OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB17090169,"HUAWEI NXT-AL10",HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB170501FH,CAM-AL00,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB190101F0,PBDM00,OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB1907004X,PCGM00,OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB18030512,HWI-AL00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB20040604,"OPPO R11S",OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB200500JY,PAFM00,OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB200605Y5,PDHM00,OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB171206AA,"REDMI 5A",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB190200AW,"VIVO Y66",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB191000WX,SM-J510FN,SAMSUNG,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB1804004X,"MI NOTE 3",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB180306H4,FRD-AL00,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB180400AR,"OPPO R9S PLUS",OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB2009021F,"VIVO X21A",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB180602W0,FRD-AL10,HONOR,Android,HUAWEI,A1-线下箱子6,"待上线 (deployable)"
腾讯,TKMB180600P2,SM-G9550,SAMSUNG,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB191202M1,PADM00,OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB180501RP,"VIVO Y67",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB15110702,"HUAWEI P8MAX",HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB19050LEJ,R7007,OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB180601N7,"OPPO A73T",OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB181204YR,A1601,OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB18060131,DUK-AL20,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB190901J6,EML-AL00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB190902M7,CLT-L29,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB2005025G,PAR-AL00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB18060146,"OPPO R9S PLUS",OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB190800L4,PCGM00,OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB1910010W,"OPPO A57T",OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB200503NP,ART-AL00X,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB19050M3W,PCEM00,OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB190900GW,GM1910,ONEPLUS,Android,OnePlus,,"新增 (deployable)"
腾讯,TKMB191201ET,PCEM00,OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB200700FX,"iPhone XS MA",Apple,iOS,Apple,,"新增 (deployable)"
腾讯,TKMB2009008L,"iPhone XR",Apple,iOS,Apple,,"新增 (deployable)"
腾讯,TKMB18060041,"VIVO Y55",VIVO,Android,vivo,A1-线下箱子2,"待上线 (deployable)"
腾讯,TKMB201000G9,V1829A,VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB20100228,SM-T585,SAMSUNG,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB180304S5,"VIVO Y55",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB1910008A,"VIVO X7",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB180302FH,"M6 NOTE",MEIZU,Android,meizu,,"新增 (deployable)"
腾讯,TKMB20030291,PBAM00,OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB200303E6,"SHARK KLE-A0",BLACKSHARK,Android,blackshark,,"新增 (deployable)"
腾讯,TKMB180306A3,EVA-AL10,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB180901YR,ALP-AL00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB191202L8,NX616J,NUBIA,Android,nubia,,"新增 (deployable)"
腾讯,TKMB200503MX,"REDMI 6A",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB1903008E,"MI 9 SE",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB190400E0,"iPad mini 5",Apple,iOS,Apple,,"新增 (deployable)"
腾讯,TKMB1908005P,PACM00,OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB201103JY,ANE-AL00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB191202N3,I4293,SONY,Android,Sony,,"新增 (deployable)"
腾讯,TKMB19050LF9,"LEPHONE T7+",LEPHONE,Android,Blephone,,"新增 (deployable)"
腾讯,TKMB20110078,ANA-AN00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB1912053L,V1922A,VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB1909023R,"REDMI 5",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB2003003W,"MI PLAY",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB20040627,NEO-AL00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB18010489,"OPPO R11S PLUS",OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB18060106,"M6 NOTE",MEIZU,Android,meizu,B2-G02-0401,"上线 (deployable)"
腾讯,TKMB2005028R,TAS-AN00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB180602R4,"VIVO X7",VIVO,Android,vivo,A1-线下箱子4,"待上线 (deployable)"
腾讯,TKMB160625FK,VIE-AL10,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB180303S8,MP1602,MEITU,Android,Meitu,,"新增 (deployable)"
腾讯,TKMB191002FG,"VIVO 1817",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB201001NT,SM-N960N,SAMSUNG,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB200500L4,BAH2-AL10,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB200801YJ,ANA-AN00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB200802AX,"REDMI K30 PRO",REDMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB201001L9,SM-A305F,samsung,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB190901W3,LG-Q710AL,LGE,Android,LGE,,"新增 (deployable)"
腾讯,TKMB1712062K,"OPPO A77",OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB19120727,LYA-AL00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB191201A5,SCM-AL09,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB201001LM,"REDMI NOTE 5A",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB190701YM,CHM-TL00H,HONOR,Android,HUAWEI,A1-线下箱子5,"待上线 (deployable)"
腾讯,TKMB170602KA,"M5 NOTE",MEIZU,Android,meizu,,"新增 (deployable)"
腾讯,TKMB180402E8,MYA-AL10,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB191202A4,PBDM00,OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB201002PN,V1962A,VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB180601RY,"REDMI NOTE 4X",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB200501YA,V1938T,VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB18060253,PRA-AL00X,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB180300E9,STF-AL10,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB1910020A,"VIVO X9S PLUS",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB1909015Y,SM-J600G,SAMSUNG,Android,SAMSUNG,,"新增 (deployable)"
