公司,资产标签,型号,品牌,类别：,生产厂家,位置,状态
腾讯,TKMB1806022W,"VIVO X20A",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB1711059S,"MIX 2",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB200400PW,ELS-AN00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB200500J6,1707-A01,360,Android,360,,"新增 (deployable)"
腾讯,TKMB20050293,AGS2-W09,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB19050XWX,PE-TL20,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB191206LT,SM-A5100,SAMSUNG,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB1905095X,iPhoneXR,Apple,iOS,Apple,,"新增 (deployable)"
腾讯,TKMB19090233,"REDMI 6 PRO",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB2004002F,TAS-AL00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB1912024F,PRA-AL00X,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB200405JA,PACM00,OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB200303W6,COR-AL10,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB201103MW,PBBT00,OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB201204X5,V1831A,VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB1803035F,WAS-AL00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB171206KF,"REDMI NOTE 5A",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB1803069F,FRD-AL10,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB191100WY,BND-L21,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB200501YW,SM-A9080,SAMSUNG,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB1911006E,LON-AL00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB2004009W,"SHARK MBU-A0",BLACKSHARK,Android,blackshark,,"新增 (deployable)"
腾讯,TKMB2011040N,PDNM00,OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB201203EW,"VIVO XPLAY6",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB191206M4,"OPPO A57T",OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB200503LX,"REDMI NOTE 3",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB1806002R,"VIVO X20PLUS A",VIVO,Android,vivo,A1-线下箱子5,"待上线 (deployable)"
腾讯,TKMB200500J1,ARS-TL00,HORNOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB170304S5,"OPPO R9 PLUSM A",OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB180400AP,"VIVO Y66L",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB170202KK,1505-A02,360,Android,360,,"新增 (deployable)"
腾讯,TKMB200302E1,"MI 10 PRO",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB191202N0,SM-G9350,SAMSUNG,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB18070017,iPhoneSE,Apple,iOS,Apple,,"新增 (deployable)"
腾讯,TKMB191202YY,"VIVO X9L",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB180602P0,PLE-703L,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB180900TY,"REDMI 5 PLUS",XIAOMI,Android,Xiaomi,B2-G02-0201,"上线 (deployable)"
腾讯,TKMB2003028L,V1838A,VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB191202LR,XT1970-5,MOTOROLA,Android,motorola,,"新增 (deployable)"
腾讯,TKMB200901NE,iPhone11,Apple,iOS,Apple,,"新增 (deployable)"
腾讯,TKMB18030637,"VIVO XPLAY5A",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB1912011P,"OPPO R7SM",OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB1509489S,SM-A8000,SAMSUNG,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB200405N3,COL-AL10,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB1804002F,"REDMI NOTE 4X",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB191201AW,V1821A,VIVO,Android,vivo,A1-线下箱子3,"待上线 (deployable)"
腾讯,TKMB200302LE,JKM-AL00B,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB201100P5,HRY-AL00TA,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB190101N7,VCE-AL00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB18010533,"OPPO R9S PLUS",OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB19050920,EVA-TL00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB180301A6,"REDMI 5",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB1806017X,CLT-AL00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB191000N8,STF-AL10,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB200303WP,COL-AL10,HONOR,Android,HUAWEI,B2-G02-0206,"上线 (deployable)"
腾讯,TKMB201205F2,EVA-AL10,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB20100307,V1965A,VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB201001NJ,SM-G965F,SAMSUNG,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB1807027R,"OPPO R11 PLUSKT",OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB1909025A,"MOTO G(6) PLUS",MOTOROLA,Android,motorola,,"新增 (deployable)"
腾讯,TKMB191202YF,"NOKIA 9",NOKIA,Android,"HMD Global",,"新增 (deployable)"
腾讯,TKMB200405JW,EML-AL00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB170602H7,"OPPO R9 PLUSM A",OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB200503LA,"OPPO R9TM",OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB200901MP,"MI 10",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB201203R3,JER-AN10,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB180601MX,"VIVO X9S PLUS L",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB200302X8,"MI 8 LITE",XIAOMI,Android,Xiaomi,B2-G02-0207,"上线 (deployable)"
腾讯,TKMB190801AR,iPhoneX,Apple,iOS,Apple,,"新增 (deployable)"
腾讯,TKMB2004062Y,FIG-TL00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB200501J5,TAS-AL00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB17060252,"OPPO R9M",OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB1909009T,PCAM00,OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB18030540,"VIVO X21A",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB200302M7,"MI9 PRO 5G",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB1702027E,"OPPO A59S",OPPO,Android,OPPO,B2-G02-0302,"上线 (deployable)"
腾讯,TKMB21010225,PDPT00,OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB20100229,TRT-AL00A,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB171206H0,"REDMI NOTE 5A",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB180900WJ,"OPPO A83",OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB19100209,"MI 5S PLUS",XIAOMI,Android,Xiaomi,B2-G02-0316,"上线 (deployable)"
腾讯,TKMB20040626,"VIVO NEX S",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB180307E9,"HUAWEI NXT-TL00",HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB18010530,SM-G9350,SAMSUNG,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB1909022X,"POCOPHONE F1",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB190701W8,ALP-AL00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB200602EA,PADM00,OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB17030230,EVA-AL10,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB190901RF,SM-J610G,SAMSUNG,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB2002003P,iPhoneXS,Apple,iOS,Apple,,"新增 (deployable)"
腾讯,TKMB20050241,PBCM10,OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB1912078N,JAT-AL00,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB19050915,PAAT00,OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB200200TP,HMA-AL00,HUAWEI,Android,HUAWEI,B2-G03-0502,"上线 (deployable)"
腾讯,TKMB1909023J,"REDMI 6 PRO",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB191201PY,AGS2-AL00HN,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB191200NX,SPN-AL00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB200500XY,OE106,SMARTISAN,Android,smartisan,,"新增 (deployable)"
腾讯,TKMB1909006L,ASUS_I001DA,ASUS,Android,asus,,"新增 (deployable)"
腾讯,TKMB17050281,"VIVO Y55A",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB19080051,"REDMI NOTE 6 PRO",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB200200YL,V1816A,VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB1804009W,"VIVO Y67L",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB210102ET,V1963A,VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB1803036S,STF-AL10,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB201001LN,SM-J260F,samsung,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB191207A7,PACM00,OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB1609050E,"VIVO Y35",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB191202L7,"NOKIA X71",NOKIA,Android,"HMD Global",,"新增 (deployable)"
腾讯,TKMB2005031G,"GIONEE S10",GIONEE,Android,GIONEE,,"新增 (deployable)"
腾讯,TKMB2012030G,GM1910,ONEPLUS,Android,OnePlus,,"新增 (deployable)"
腾讯,TKMB1912010Y,"VIVO X6A",VIVO,Android,vivo,A1-线下箱子4,"待上线 (deployable)"
腾讯,TKMB2004054L,V1838A,VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB1912072W,"MI 8 UD",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB1912067F,"REDMI NOTE 8",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB201203E0,COL-AL10,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB18030665,"VIVO Y67L",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB201203X1,"MIX 3",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB2012002M,PBAM00,OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB201202JX,"MIX 2S",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB180701P7,R8205,OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB1702027F,NEM-AL10,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB180103F9,"REDMI NOTE 4X",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB190900X1,"OPPO R11",OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB200501N3,OXF-AN10,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB200502A9,"MI 8 LITE",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB20040565,PCKM00,OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB19050LT8,FIG-AL00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB17030308,NEM-AL10,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB191207E7,VTR-AL00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB191201AM,"ZTE A7010",ZTE,Android,ZTE,,"新增 (deployable)"
腾讯,TKMB180702E3,"VIVO X20A",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB200901YL,YAL-AL00,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB1705027K,SM-G9350,SAMSUNG,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB1907012G,TNY-AL00,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB201203PF,V1813T,VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB201001NP,SM-G9250,SAMSUNG,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB1910007L,VTR-AL00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB1909004M,iPhone8,Apple,iOS,Apple,,"新增 (deployable)"
腾讯,TKMB2002003E,iPhoneXS,Apple,iOS,Apple,,"新增 (deployable)"
腾讯,TKMB200501L9,FLA-AL20,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB20110329,"MI PLAY",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB201205EY,PDKM00,OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB17090358,VKY-TL00,HORNOR,Android,HUAWEI,A1-线下箱子6,"待上线 (deployable)"
腾讯,TKMB191207G7,SO-05K,DOCOMO,Android,Sony,,"新增 (deployable)"
腾讯,TKMB200302L9,HRY-AL00A,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB1912011X,"MIX 2",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB20020055,"OPPO R11",OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB20050272,PBFM00,OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB200801L9,"iPhone SE2",Apple,iOS,Apple,,"新增 (deployable)"
腾讯,TKMB201203EG,"VIVO Y83",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB1704013F,"MI 5S PLUS",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB19050M21,"VIVO Z3X",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB19050021,HRY-AL00TA,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB19090259,"OPPO R11S",OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB180602R8,"VIVO Y79A",VIVO,Android,vivo,A1-线下箱子6,"待上线 (deployable)"
腾讯,TKMB2007033E,"MOTO G(7)",MOTOROLA,Android,motorola,,"新增 (deployable)"
腾讯,TKMB18010459,PRA-AL00,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB18060310,"VIVO X20A",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB191002JM,"HUAWEI CAZ-TL10",HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB200404RL,IN2010,ONEPLUS,Android,OnePlus,,"新增 (deployable)"
腾讯,TKMB200405N2,PBAM00,OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB1912010R,"OPPO R9S",OPPO,Android,OPPO,A1-线下箱子3,"待上线 (deployable)"
腾讯,TKMB1803048F,"VIVO Y67A",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB1806026Y,"VIVO X9",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB191207E9,VTR-AL00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB191207WP,"MI 5X",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB190902XT,SM-J810F,SAMSUNG,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB1909025R,FIG-LX1,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB200500J5,1801-A01,360,Android,360,,"新增 (deployable)"
腾讯,TKMB2009020N,"iPhone SE2",Apple,iOS,Apple,,"新增 (deployable)"
腾讯,TKMB20050266,BKL-AL20,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB200500ML,BKK-AL00,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB200605J9,PDHM00,OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB17020286,NEM-AL10,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB16062094,R7PLUSM,OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB190901W7,SM-G925I,SAMSUNG,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB1801044F,SM-G9550,SAMSUNG,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB2009022L,V1916A,VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB200302L8,HRY-AL00A,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB2003035A,VCE-AL00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB201204RW,"VIVO X21A",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB200502AF,M2002J9E,XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB180601L5,"VIVO XPLAY5A",VIVO,Android,vivo,A1-线下箱子4,"待上线 (deployable)"
腾讯,TKMB1803038A,"OPPO R9SK",OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB171206KH,"VIVO X20PLUS A",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB190701E2,"VIVO Z3X",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB19120270,MON-W19,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB1712029E,"OPPO A37M",OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB1801010K,"M6 NOTE",MEIZU,Android,meizu,,"新增 (deployable)"
腾讯,TKMB191207GL,D-02K,DTAB,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB200404X5,HD1900,ONEPLUS,Android,OnePlus,,"新增 (deployable)"
腾讯,TKMB190400MP,SKW-A0,BLACKSHARK,Android,blackshark,,"新增 (deployable)"
腾讯,TKMB1709028K,"VIVO X9PLUS",VIVO,Android,vivo,B2-G02-0506,"上线 (deployable)"
腾讯,TKMB1905095G,"iPhoneXS Max",Apple,iOS,Apple,,"新增 (deployable)"
腾讯,TKMB200405XG,V1941A,VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB18070258,"VIVO NEX A",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB1806002X,"OPPO R9 PLUSM A",OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB18030325,BLN-AL40,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB170303HE,"MI NOTE LTE",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB20080043,"iPhone SE2",Apple,iOS,Apple,,"新增 (deployable)"
腾讯,TKMB201103LA,"REDMI 5 PLUS",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB200501M0,"MIX 3",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB200501XW,V1831A,VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB200503N2,PCAM10,OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB200701PJ,"iPhone XR",Apple,iOS,Apple,,"新增 (deployable)"
腾讯,TKMB191207YN,RMX1931,REALME,Android,Realme,,"新增 (deployable)"
腾讯,TKMB19120686,"iPhone 11 PRO MAX",Apple,iOS,Apple,,"新增 (deployable)"
腾讯,TKMB170202HH,"VIVO Y55A",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB191002EX,SM-G610F,SAMSUNG,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB191207TP,602SO,SONY,Android,Sony,,"新增 (deployable)"
腾讯,TKMB201103N3,"MI 8 LITE",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB2012030X,"MI 10 PRO",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB1911008W,CLT-AL00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB1909023W,SM-N950N,SAMSUNG,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB1705014F,"MI 6",XIAOMI,Android,Xiaomi,B2-G02-0411,"上线 (deployable)"
腾讯,TKMB1911014N,"REDMI 6A",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB1803053S,"OPPO R11S",OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB191000W7,SM-G920P,SAMSUNG,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB200200TR,V1838A,VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB1912025J,"16TH PLUS",MEIZU,Android,meizu,,"新增 (deployable)"
腾讯,TKMB18030649,"VIVO XPLAY5A",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB2004055L,MP1718,MEITU,Android,Meitu,,"新增 (deployable)"
腾讯,TKMB2010020X,SM-J710K,samsung,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB180602PL,"VIVO X9S L",VIVO,Android,vivo,A1-线下箱子4,"待上线 (deployable)"
腾讯,TKMB191207P0,"VIVO V3M A",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB1907004L,PCGM00,OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB2004053E,PCHM10,OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB200405N9,POT-AL10,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB1806022P,VKY-AL00,HUAWEI,Android,HUAWEI,A1-线下箱子6,"待上线 (deployable)"
腾讯,TKMB2010021E,BLA-L29,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB1706025S,"OPPO R9TM",OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB20040612,SM-A9080,SAMSUNG,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB2005030P,"REDMI NOTE 8",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB2012030T,BMH-AN10,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB191207AL,STF-AL00,HONOR,Android,HUAWEI,A1-线下箱子5,"待上线 (deployable)"
腾讯,TKMB180104A2,ALP-AL00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB16110A3E,"MI 5S PLUS",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB200500JA,MRD-AL00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB200200A5,PACM00,OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB1604343A,"iPhone SE",Apple,iOS,Apple,,"新增 (deployable)"
腾讯,TKMB2010030R,V1965A,VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB191201Y5,"VIVO Y67A",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB200901M8,"MI 10",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB180400G6,"OPPO R11 PLUS",OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB18040232,"ONEPLUS A5010",ONEPLUS,Android,OnePlus,,"新增 (deployable)"
腾讯,TKMB20020038,iPhoneXS,Apple,iOS,Apple,,"新增 (deployable)"
腾讯,TKMB181204JJ,"REDMI NOTE 4",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB200405J8,LYA-AL00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB201205WE,M2002J9E,XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB201001YT,SM-J500H,samsung,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB1706024H,"VIVO X7PLUS",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB170303F0,MI-4C,XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB190901PM,SM-J600L,SAMSUNG,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB1912012N,V1831A,VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB18030094,EVA-AL00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB2002001Y,"OPPO R7SM",OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB200302J0,"OPPO R11ST",OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB201103N2,BLN-AL10,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB180600PT,NX563J,NUBIA,Android,nubia,,"新增 (deployable)"
腾讯,TKMB1801048S,"OPPO R11S PLUS",OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB1909009X,PCAM00,OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB180304K5,BND-AL10,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB190902N6,"PIXEL 3 XL",GOOGLE,Android,Google,,"新增 (deployable)"
腾讯,TKMB181204J8,A8-930,COOLPAD,Android,YuLong,,"新增 (deployable)"
腾讯,TKMB170303K6,"OPPO A59M",OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB191002GW,LDN-LX2,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB190801JA,PBAM00,OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB191206AG,V1936A,VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB191000P3,SM-A530F,SAMSUNG,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB2004060X,SLA-TL10,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB191203PF,RMX1971,REALME,Android,Realme,,"新增 (deployable)"
腾讯,TKMB2010021P,CPH1851,OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB18030460,"VIVO X20PLUS A",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB180600W4,15,MEIZU,Android,meizu,,"新增 (deployable)"
腾讯,TKMB1912023L,JMM-AL10,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB1909023E,"REDMI 6A",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB20080204,V1962A,VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB2006031Y,TEL-AN00A,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB180304A1,"VIVO Y55",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB191206TE,"REDMI NOTE 7",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB2002003X,iPhoneXS,Apple,iOS,Apple,,"新增 (deployable)"
